X,Y,Z,Polar,Azimuth,Elevation,Frequency,Magnitude,Phase
0.0,0.0,0.0,0.0,-90.001,-90.0,2000000000.0,6.742354752202824e-05,-42.139409602558096
0.0,0.0,0.0,0.0,-90.001,-90.0,2010000000.0,0.0002006829623728534,-84.81883618843425
0.0,0.0,0.0,0.0,-90.001,-90.0,2020000000.0,0.00026449098660094714,-163.58090659239934
0.0,0.0,0.0,0.0,-90.001,-90.0,2030000000.0,0.0003164082437239902,144.34172054781345
0.0,0.0,0.0,0.0,-90.001,-90.0,2040000000.0,0.00035419962785953425,81.35550011070285
0.0,0.0,0.0,0.0,-90.001,-90.0,2050000000.0,0.00039935143138506465,24.408862850345493
0.0,0.0,0.0,0.0,-90.001,-90.0,2060000000.0,0.00040279871069590084,-33.37323137859351
0.0,0.0,0.0,0.0,-90.001,-90.0,2070000000.0,0.0004233172533887582,-92.155596041295
0.0,0.0,0.0,0.0,-90.001,-90.0,2080000000.0,0.00039766182365408173,-141.52370979724412
0.0,0.0,0.0,0.0,-90.001,-90.0,2090000000.0,0.00041719565080231843,154.85407797223255
0.0,0.0,0.0,0.0,-90.001,-90.0,2100000000.0,0.00042903829746737064,104.22419591160099
0.0,0.0,0.0,0.0,-90.001,-90.0,2110000000.0,0.00038646694144273195,51.237952380677044
0.0,0.0,0.0,0.0,-90.001,-90.0,2120000000.0,0.0003458165228051386,-3.199148927969321
0.0,0.0,0.0,0.0,-90.001,-90.0,2130000000.0,0.0003084974592760368,-48.7093781673221
0.0,0.0,0.0,0.0,-90.001,-90.0,2140000000.0,0.0003399449988210347,-89.8478364587232
0.0,0.0,0.0,0.0,-90.001,-90.0,2150000000.0,0.0003570207012057004,-137.79914555159186
0.0,0.0,0.0,0.0,-90.001,-90.0,2160000000.0,0.00042135623514794464,173.414083379832
0.0,0.0,0.0,0.0,-90.001,-90.0,2170000000.0,0.0004318556054242205,121.49945010041478
0.0,0.0,0.0,0.0,-90.001,-90.0,2180000000.0,0.00046319256076530417,66.84555601456626
0.0,0.0,0.0,0.0,-90.001,-90.0,2190000000.0,0.000469507128552709,15.057632574694676
0.0,0.0,0.0,0.0,-90.001,-90.0,2200000000.0,0.00044793919555659556,-37.905557226320425
0.0,0.0,0.0,0.0,-90.001,-90.0,2210000000.0,0.0005103534501781448,-86.3513662056512
0.0,0.0,0.0,0.0,-90.001,-90.0,2220000000.0,0.0004894193768641573,-142.96974353095953
0.0,0.0,0.0,0.0,-90.001,-90.0,2230000000.0,0.000509092089019364,165.15800961460386
0.0,0.0,0.0,0.0,-90.001,-90.0,2240000000.0,0.000507059517895651,113.69705736673475
0.0,0.0,0.0,0.0,-90.001,-90.0,2250000000.0,0.0005034265300402235,65.08369950223815
0.0,0.0,0.0,0.0,-90.001,-90.0,2260000000.0,0.0005127458125900786,16.04429472857716
0.0,0.0,0.0,0.0,-90.001,-90.0,2270000000.0,3.038272022397764e-10,128.05965988473716
0.0,0.0,0.0,0.0,-90.001,-90.0,2280000000.0,3.054713529629251e-10,62.76775560468426
0.0,0.0,0.0,0.0,-90.001,-90.0,2290000000.0,2.8325453858858977e-10,-9.685440333924605
0.0,0.0,0.0,0.0,-90.001,-90.0,2300000000.0,3.004752110860728e-10,-74.22484214898333
